fighter_id,name,height,reach,stance,dob
b6c37948cb226e8c,Benardo Sopaj,167.6,167.6,Orthodox,2000-09-25
0e46690e55a8df75,Timmy Cuamba,175.3,180.3,Orthodox,1999-02-08
2558ae2e5671e318,Khaos Williams,182.9,195.6,Orthodox,1994-03-30
0f1efce7d2571d10,Nikolay Veretennikov,185.4,188.0,Orthodox,1989-12-22
64ad3e3b0efa30bb,Ivan Erslan,188.0,182.9,Orthodox,1991-11-15
3e8118c1ab52f211,Tuco Tokkos,193.0,193.0,Orthodox,1990-06-30
de83f920fd302871,Tommy Gantt,180.3,193.0,Orthodox,1993-01-09
20d37922ba85e6fc,Artur Minev,175.3,175.3,Orthodox,2003-09-27
b9706f80d005036c,Ketlen Vieira,172.7,172.7,Orthodox,1991-08-26
e3964ece586e0635,Jacqueline Cavalcanti,172.7,177.8,Orthodox,1997-08-29
f14f644d41ade29f,Cody Brundage,182.9,182.9,Orthodox,1994-05-16
5f61780fe5e9b6d0,Andre Petroski,182.9,185.4,Switch,1991-06-12
87f8699fdcc2c404,Alice Ardelean,160.0,157.5,Orthodox,1992-04-19
9673a497a9da119a,Polyana Viana,165.1,170.2,Orthodox,1992-06-14
e8fe9c15d348e778,Daniel Barez,167.6,167.6,Orthodox,1988-12-10
fc0a4053eb8a3a59,Nicolle Caliari,160.0,157.5,Orthodox,1996-11-04
9c442aaf149ea982,Shauna Bannon,165.1,165.1,Switch,1993-10-23
0d8011111be000b2,Sean Strickland,185.4,193.0,Orthodox,1991-02-27
767755fd74662dbf,Khamzat Chimaev,188.0,190.5,Orthodox,1994-05-01
17e97649403ba428,Joshua Van,165.1,165.1,Orthodox,2001-10-10
4461d7e47375a895,Tatsuro Taira,170.2,177.8,Orthodox,2000-01-27
279566840aa55bf2,Alexander Volkov,200.7,203.2,Orthodox,1988-10-24
fc08099550072fe4,Waldo Cortes Acosta,193.0,198.1,Orthodox,1991-10-03
45f7cb591c3ab00b,Sean Brady,177.8,182.9,Orthodox,1992-11-23
b9437600497350f3,Joaquin Buckley,177.8,193.0,Southpaw,1994-04-27
887961364be5ceb3,King Green,177.8,180.3,Orthodox,1986-09-09
18968f97ad34f15c,Jeremy Stephens,175.3,180.3,Orthodox,1986-05-25
2f815ed5f8278ba6,Ateba Gautier,193.0,205.7,Switch,2002-04-10
6967153c7edb4d87,Ozzy Diaz,193.0,200.7,Orthodox,1990-11-22
f139d6836efd43dd,Yaroslav Amosov,182.9,190.5,Orthodox,1993-09-09
58bbef3770bb2dfc,Joel Alvarez,190.5,195.6,Orthodox,1993-03-02
99bd51917728c25d,Grant Dawson,177.8,182.9,Switch,1994-02-20
849c5d9979df5357,Mateusz Rebecki,170.2,167.6,Southpaw,1992-10-03
d1941565abf50b16,Jim Miller,172.7,180.3,Southpaw,1983-08-30
7026eca45f65377b,Jared Gordon,175.3,172.7,Orthodox,1988-09-06
9d83f6da776ff7d6,Roman Kopylov,182.9,190.5,Southpaw,1992-05-04
9384e71bca6c409d,Marco Tulio,182.9,188.0,Orthodox,1994-06-13
b8bbdeff718dbb7d,Pat Sabatini,172.7,177.8,Orthodox,1990-11-09
e1d40e8782d80bc2,William Gomis,182.9,185.4,Southpaw,1997-06-13
d1feea7a4bdcd503,Baisangur Susurkaev,188.0,200.7,Orthodox,2001-01-08
312f7d7b2b2f7de4,Djorden Santos,182.9,190.5,Orthodox,1997-08-01
88be62d6c1e6dadb,Jose Ochoa,170.2,170.2,Southpaw,2000-12-31
b62d5280966b2460,Clayton Carpenter,167.6,167.6,Orthodox,1996-06-09
7ee0fd831c0fe7c3,Carlos Prates,185.4,198.1,Switch,1993-08-17
6b453bc35a823c3f,Jack Della Maddalena,180.3,185.4,Switch,1996-09-10
17734443a833cdf7,Quillan Salkilld,182.9,190.5,Orthodox,1999-12-28
08af939f41b5a57b,Beneil Dariush,177.8,182.9,Southpaw,1989-05-06
32ab52e5de93092d,Steve Erceg,172.7,172.7,Orthodox,1995-07-27
c96d9178c9ed9e62,Tim Elliott,170.2,167.6,Southpaw,1986-12-24
6eedb757f13b9978,Marwan Rahiki,172.7,182.9,Orthodox,2002-05-10
b701f095e6ccb149,Ollie Schmid,182.9,180.3,Orthodox,2000-12-28
d0fd0d9ee560dae7,Brando Pericic,195.6,200.7,Orthodox,1994-08-03
6747ccd6d1acd266,Shamil Gaziev,193.0,198.1,Orthodox,1990-02-10
cdb7b38b1b357f26,Louie Sutherland,190.5,193.0,Orthodox,1994-02-08
c62fbc117d57b943,Tai Tuivasa,188.0,190.5,Southpaw,1993-03-16
8ebc3a8da015d70c,Cam Rowston,190.5,198.1,Orthodox,1995-01-19
f96856f9d69fd7e4,Robert Bryczek,182.9,190.5,Orthodox,1990-07-04
c15fa95b9a12fde4,Junior Tafa,190.5,190.5,Orthodox,1996-09-21
7e9b36a9847db116,Kevin Christian,200.7,203.2,Orthodox,1995-01-21
d4270315cbcf2569,Jacob Malkoun,175.3,185.4,Orthodox,1995-08-26
6ac9bc2953c47345,Gerald Meerschaert,185.4,195.6,Southpaw,1987-12-18
ed7d329d7c29428d,Colby Thicknesse,170.2,175.3,Orthodox,1999-06-23
37098a6e6c27fb66,Vince Morales,170.2,177.8,Orthodox,1990-11-12
b4443fae47e7eb9d,Wes Schultz,185.4,195.6,Orthodox,1996-08-09
3261aa79bf6caa64,Ben Johnston,193.0,193.0,Orthodox,1990-10-11
f782f953bfe7b5f2,Jonathan Micallef,182.9,195.6,Southpaw,1999-03-05
40f3cb27fc7305a1,Themba Gorimbo,185.4,195.6,Orthodox,1991-01-23
aebaa8cec15b083d,Kody Steele,175.3,180.3,Orthodox,1995-04-21
530af2900b5a1693,Dom Mar Fan,180.3,190.5,Orthodox,2000-03-19
cb696ebfb6598724,Aljamain Sterling,170.2,180.3,Orthodox,1989-07-31
52c2ae6d2f2d2613,Youssef Zalal,177.8,182.9,Switch,1996-09-04
f9ab66e67240db7b,Joselyne Edwards,172.7,177.8,Orthodox,1995-09-29
d3f5d33d61cd00c9,Norma Dumont,170.2,170.2,Orthodox,1990-10-01
e132d47bd9efbbe0,Rafa Garcia,170.2,177.8,Orthodox,1994-08-05
262a7d06203657e6,Alexander Hernandez,175.3,182.9,Orthodox,1992-10-01
113df4fde64735c6,Davey Grant,172.7,175.3,Orthodox,1985-12-18
e3b30b573e7f0d19,Adrian Luna Martinetti,172.7,180.3,Orthodox,1995-08-20
b9f28e7045fdfce7,Raoni Barcelos,170.2,170.2,Orthodox,1987-05-01
cc1a8b4b38b92c6d,Montel Jackson,177.8,190.5,Southpaw,1992-04-24
a67f5afa8d6a1b80,Ryan Spann,195.6,200.7,Orthodox,1991-08-24
095854a135e6db55,Marcus Buchecha,188.0,195.6,Orthodox,1990-01-08
9508cc6184cb2450,Eric McConico,182.9,195.6,Southpaw,1990-05-09
260e9e0d4954aea6,Rodolfo Vieira,182.9,185.4,Orthodox,1989-09-25
3eeec2f53cebdf12,Jackson McVey,193.0,195.6,Southpaw,1999-03-25
4e6738062d469256,Sedriques Dumas,188.0,200.7,Orthodox,1995-08-06
ca80d72da81d7224,Michelle Montague,175.3,172.7,Southpaw,1993-11-25
cc8c623cca88f54f,Mayra Bueno Silva,167.6,167.6,Orthodox,1991-08-22
7f6ed67d3ed3c036,Cody Durden,170.2,170.2,Southpaw,1991-03-29
65adf3856c4d9256,Jafel Filho,170.2,172.7,Orthodox,1993-05-05
5d495dec23d7c68e,Francis Marshall,175.3,182.9,Orthodox,1999-03-03
33a8708747b7f943,Lucas Brennan,177.8,182.9,Southpaw,2000-06-03
078695e385ec2f57,Victor Valenzuela,175.3,180.3,Orthodox,1994-02-09
b0d6a1d8ac3d563d,Max Griffin,180.3,193.0,Orthodox,1985-11-29
d35298b6df168456,Talita Alencar,154.9,147.3,Orthodox,1990-10-17
abb68e3c7ca128f2,Julia Polastri,157.5,160.0,Orthodox,1998-03-05
dd6103dd7127db1d,Mike Malott,185.4,185.4,Orthodox,1991-11-07
23024fdfc966410a,Gilbert Burns,177.8,180.3,Orthodox,1986-07-20
f1d64ae34e088832,Charles Jourdain,175.3,175.3,Switch,1995-11-27
60425d07ef4b91a7,Kyler Phillips,172.7,182.9,Orthodox,1995-06-12
4c88a1db5a46c6a4,Jai Herbert,185.4,195.6,Orthodox,1988-05-13
8f4528c10bd34fab,Mandel Nallo,182.9,190.5,Orthodox,1989-07-26
a9e260472d321361,Jasmine Jasudavicius,170.2,172.7,Orthodox,1989-03-01
9d62c2d8ee151f08,Karine Silva,165.1,170.2,Orthodox,1993-12-02
b2a78df161bd67f9,Gauge Young,175.3,177.8,Orthodox,2000-07-14
d945aae53e3e54e6,Thiago Moises,175.3,177.8,Orthodox,1995-03-23
c85bad793cd14e28,Marcio Barbosa,167.6,177.8,Orthodox,1998-05-22
c4d039123e62f6a9,Dennis Buzukja,175.3,177.8,Switch,1997-10-01
0cd0456d6029cec2,Robert Valentin,188.0,195.6,Orthodox,1995-03-31
cd0dfd9846bd03b9,Julien Leblanc,188.0,188.0,Southpaw,1992-01-21
1a97a3ef4c758fae,Gokhan Saricam,190.5,190.5,Orthodox,1991-02-28
04c8b08b16a5b99e,Tanner Boser,188.0,190.5,Orthodox,1991-08-02
51e2f44a8dbf6984,Melissa Croden,175.3,172.7,Orthodox,1991-04-12
07047eb7d17fb0a2,Daria Zhelezniakova,175.3,172.7,Orthodox,1996-01-23
6fd953151d981979,JJ Aldrich,165.1,170.2,Southpaw,1992-09-29
5c637af9472ae7cc,Jamey-Lyn Horth,170.2,167.6,Orthodox,1990-03-30
5fa2974cbd18e05c,John Castaneda,167.6,180.3,Switch,1991-12-18
0e6b611451a9a7d8,Mark Vologdin,160.0,165.1,Orthodox,2000-04-18
450bcab0968562c4,John Yannis,170.2,177.8,Southpaw,1994-07-07
e6679e38e7fab7a8,Jamie Siraj,170.2,167.6,Orthodox,1994-06-28
9014c02eff8b3d62,Carlos Ulberg,193.0,195.6,Orthodox,1990-11-07
009341ed974bad72,Jiri Prochazka,190.5,203.2,Orthodox,1992-10-14
2e5c2aa8e4ab9d82,Paulo Costa,185.4,182.9,Orthodox,1991-04-21
e90a2f22417af68e,Azamat Murzakanov,177.8,180.3,Southpaw,1989-04-12
955da1675ad58a50,Josh Hokit,185.4,185.4,Orthodox,1997-11-12
fa6796c55d6c5440,Curtis Blaydes,193.0,203.2,Orthodox,1991-02-18
2e19380f34871c6a,Dominick Reyes,193.0,195.6,Southpaw,1989-12-26
c21f26bbde777573,Johnny Walker,198.1,208.3,Orthodox,1992-03-30
d247691a6c0e9034,Cub Swanson,172.7,177.8,Orthodox,1983-11-02
583ee11abddfc581,Nate Landwehr,175.3,182.9,Orthodox,1988-06-06
5537efc6e496dd84,Aaron Pico,172.7,177.8,Orthodox,1996-09-23
98a58c26c5b1ed17,Patricio Pitbull,167.6,170.2,Orthodox,1987-07-07
3a46b268013afede,Kevin Holland,190.5,205.7,Orthodox,1992-11-05
c6aee362c7a7d482,Randy Brown,190.5,198.1,Orthodox,1990-07-08
72db2a14ffa73ece,Mateusz Gamrot,177.8,177.8,Southpaw,1990-12-11
323d4ca260dfa0ba,Esteban Ribovics,177.8,175.3,Orthodox,1996-04-27
b08012bbe542592a,Tatiana Suarez,165.1,167.6,Southpaw,1990-12-19
8e5d953bdb9ae5e7,Loopy Godinez,157.5,154.9,Orthodox,1993-09-06
06626b6287e1ae1e,Chris Padilla,175.3,188.0,Orthodox,1995-09-14
e2be0c1a9b886d92,MarQuel Mederos,177.8,175.3,Orthodox,1996-11-30
6d4b63c767106d3a,Vicente Luque,180.3,190.5,Orthodox,1991-11-27
8c0580d4fff106c1,Kelvin Gastelum,175.3,180.3,Southpaw,1991-10-24
feedf3053472fe56,Charles Radtke,175.3,182.9,Orthodox,1990-07-09
3920d0cc288f9b0d,Francisco Prado,177.8,175.3,Orthodox,2002-06-16
b6452706b373eea1,Renato Moicano,180.3,182.9,Orthodox,1989-05-21
fd406a32a6fb3a29,Chris Duncan,177.8,180.3,Orthodox,1993-05-10
7dda2cf308f24a02,Virna Jandiroba,160.0,162.6,Orthodox,1988-05-30
d25240135aee03e5,Tabatha Ricci,154.9,154.9,Orthodox,1995-02-21
95aff2fd8d09a5f0,Abdul Rakhman Yakhyaev,188.0,198.1,Orthodox,2001-03-01
49edd0d90f60fb7d,Brendson Ribeiro,190.5,205.7,Orthodox,1996-09-08
d776b5814f2400b4,Ethyn Ewing,167.6,175.3,Orthodox,1996-02-19
83455a9d17f57dae,Rafael Estevam,172.7,175.3,Orthodox,1996-08-10
6b0a6def604de298,Tommy McMillen,182.9,188.0,Orthodox,1997-12-15
fd7ab338e4953644,Manolo Zecchini,172.7,172.7,Orthodox,1996-10-22
d7c4956d61ae76a9,Jose Delano,172.7,177.8,Orthodox,1996-09-11
92aed9d16794f42b,Robert Ruchala,172.7,182.9,Switch,1998-05-15
764d39074a352e33,Thomas Petersen,185.4,188.0,Southpaw,1995-03-30
ba15006c804a8de0,Guilherme Pat,198.1,205.7,Orthodox,1994-04-20
3fa97913cfd205d3,Alessandro Costa,162.6,170.2,Orthodox,1996-01-28
2bd98ab77a8daa75,Stewart Nicoll,165.1,165.1,Orthodox,1996-04-11
65db4065e2bc107d,Darrius Flowers,175.3,180.3,Orthodox,1994-08-25
f9b200db02b488d9,Lando Vannata,175.3,180.3,Orthodox,1992-03-14
81d2c551886bd5a1,Alice Pereira,172.7,180.3,Orthodox,2005-12-20
3c26c420584d912d,Hailey Cowan,172.7,170.2,Southpaw,1992-02-12
147e70aa6cc48cfc,Tresean Gore,182.9,190.5,Switch,1994-06-21
3bc3f60b21cddc6a,Azamat Bekoev,182.9,182.9,Orthodox,1995-12-30
27b388f0aab49780,Dione Barbosa,167.6,167.6,Orthodox,1992-05-08
a4a80dd7336ffd59,Melissa Gatto,165.1,175.3,Orthodox,1996-05-02
eee0ef3e2b14816b,Kai Kamaka III,170.2,175.3,Orthodox,1995-01-05
6142edbd477d20c9,Dakota Hope,167.6,172.7,,1997-01-29
c1085e1701b13eca,Joe Pyfer,188.0,190.5,Orthodox,1996-09-17
1338e2c7480bdf9e,Israel Adesanya,193.0,203.2,Switch,1989-07-22
e8b731feff72294b,Alexa Grasso,165.1,167.6,Orthodox,1993-08-09
6a740daf1b279661,Maycee Barber,165.1,165.1,Switch,1998-05-18
c58f51dedb310998,Michael Chiesa,185.4,190.5,Southpaw,1987-12-07
d8da10db80131bec,Niko Price,182.9,193.0,Orthodox,1989-09-29
640a0f838f057a81,Lerryan Douglas,175.3,182.9,Orthodox,1995-04-27
902ec2cc48c8ae8a,Julian Erosa,185.4,188.0,Southpaw,1989-07-31
7674b836ce0698a0,Yousri Belgaroui,198.1,200.7,Orthodox,1992-06-02
841695e02c99a521,Mansur Abdul-Malik,188.0,203.2,Orthodox,1997-10-07
809bd1a871491508,Terrance McKinney,177.8,185.4,Switch,1994-09-15
31f8081c7600da93,Kyle Nelson,180.3,180.3,Switch,1991-04-20
ae81a3ac7b260411,Tofiq Musayev,175.3,175.3,Orthodox,1989-12-15
e4a47b07044ddd72,Ignacio Bahamondes,190.5,190.5,Orthodox,1997-08-27
07bc580bdf3eb9c8,Lance Gibson Jr.,175.3,182.9,Switch,1995-02-02
971246648e162f0d,Chase Hooper,185.4,188.0,Southpaw,1999-09-13
bc7f4b2d4c2724a2,Tyrell Fortune,182.9,190.5,Orthodox,1990-07-04
c9cf753cfdf77fc2,Marcin Tybura,190.5,198.1,Orthodox,1985-11-09
04835018f90b118c,Casey O'Neill,167.6,175.3,Orthodox,1997-10-07
a6eb54ae17a551be,Gabriella Fernandes,167.6,167.6,Southpaw,1993-08-13
b4b496ec2197ee3e,Navajo Stirling,193.0,200.7,Orthodox,1997-11-07
0abcf6bc47191219,Bruno Lopes,188.0,188.0,Orthodox,1993-04-24
5987b2458f4b5290,Ricky Simon,167.6,175.3,Orthodox,1992-08-31
0232cabbc30a2372,Adrian Yanez,170.2,177.8,Orthodox,1993-11-29
545092d13c67aa49,Alexia Thainara,162.6,170.2,Orthodox,1995-11-20
7138a15258dabf20,Bruna Brasil,167.6,165.1,Orthodox,1993-09-07
76e2870ffafbe38f,Movsar Evloev,170.2,182.9,Orthodox,1994-02-11
396fe87b84ac2e1c,Lerone Murphy,175.3,185.4,Orthodox,1991-07-22
b1de86d835638319,Luke Riley,175.3,175.3,Orthodox,1999-06-30
01c9e4013afce141,Michael Aswell Jr.,172.7,175.3,Orthodox,2000-09-27
a67d071163962af8,Michael Page,190.5,200.7,Switch,1987-04-07
8b6e5dc2ba1edbe7,Sam Patterson,190.5,198.1,Orthodox,1996-04-30
1c23ec2f1b71be40,Iwo Baraniewski,182.9,185.4,Orthodox,1998-11-20
be9bdec19b7e9ffe,Austen Lane,198.1,203.2,Orthodox,1987-11-09
a93f94c923c3a9cb,Christian Leroy Duncan,188.0,200.7,Switch,1995-07-24
327d5f279895110d,Roman Dolidze,188.0,193.0,Orthodox,1988-07-15
d964a59c48381cb6,Danny Silva,170.2,175.3,Switch,1997-01-30
9d51798e61f2e0c7,Kurtis Campbell,175.3,182.9,Switch,2002-07-29
f6ad6a1e4d600e0d,Mason Jones,177.8,188.0,Orthodox,1995-04-26
1d2d98ddd05b38fb,Axel Sola,182.9,188.0,Southpaw,1997-09-17
329e403448756217,Nathaniel Wood,167.6,175.3,Orthodox,1993-05-08
5b43d68174b6e2ab,Losene Keita,170.2,182.9,Orthodox,1997-12-30
39d309957c5c210d,Mario Pinto,195.6,200.7,Orthodox,1998-03-14
e564146b9cf6dbef,Felipe Franco,185.4,193.0,Orthodox,2001-01-22
3cc506f115cbb9d5,Mantas Kondratavicius,188.0,190.5,Orthodox,1999-07-17
6d48a2df51749d91,Antonio Trocoli,195.6,203.2,Orthodox,1990-12-06
597499ac7a5aac62,Abdul-Kareem Al-Selwady,172.7,175.3,Orthodox,1995-04-10
52b6bf4528130e86,Shem Rock,180.3,185.4,Southpaw,1993-11-05
cfbb3edab781dfd2,Shanelle Dyer,167.6,165.1,Orthodox,2001-04-23
4948e412fa6ab67d,Ravena Oliveira,165.1,165.1,Orthodox,1997-02-20
239d8e5359022f3b,Kevin Vallejos,170.2,172.7,Switch,2001-12-08
fba03cd6cc28dc41,Josh Emmett,167.6,177.8,Orthodox,1985-03-04
38c7f72747f4f712,Gillian Robertson,165.1,160.0,Orthodox,1995-05-17
3df5493bb279226f,Amanda Lemos,162.6,165.1,Southpaw,1987-05-22
7d6ceff6747f2de2,Jose Delgado,180.3,188.0,Switch,1998-04-21
8fd808923cffff82,Andre Fili,180.3,188.0,Orthodox,1990-06-25
2dbc60c52de126d8,Harry Hardwick,172.7,180.3,Switch,1994-09-29
cd13728ae1151f46,Ion Cutelaba,185.4,190.5,Southpaw,1993-12-14
46e2011d92463b7e,Oumar Sy,193.0,210.8,Orthodox,1995-11-21
814e5233e2acf2ee,Charles Johnson,175.3,177.8,Switch,1991-01-10
294aa73dbf37d281,Bruno Silva,162.6,165.1,Orthodox,1990-03-16
bf2c8e01b07d3eb1,Myktybek Orolbai,177.8,188.0,Orthodox,1998-02-10
5442f1bc4b47eaf3,Chris Curtis,177.8,190.5,Orthodox,1987-07-15
71171fc96445bf65,Vitor Petrino,188.0,195.6,Orthodox,1997-08-28
e56cee1ad697db04,Steven Asplund,195.6,198.1,Orthodox,1998-07-16
7478b7f959ba61f5,Elijah Smith,175.3,180.3,Orthodox,2002-09-05
a474aade8eb3a8f0,SuYoung You,167.6,165.1,Orthodox,1995-12-11
5870c541798124ae,Manoel Sousa,175.3,177.8,Orthodox,1997-06-04
4bdedbdeedff7d1d,Bolaji Oki,177.8,185.4,Orthodox,1995-11-15
cad24459b28592ca,Eryk Anders,185.4,190.5,Southpaw,1987-04-21
0c6d9ea8306c029e,Brad Tavares,185.4,188.0,Orthodox,1987-12-21
eff9074bc066f0f2,Bia Mesquita,162.6,170.2,Orthodox,1991-04-07
60193e707634e560,Montse Rendon,172.7,172.7,Orthodox,1989-03-16
ec3bd30378d63dd1,Hecher Sosa,175.3,177.8,Orthodox,1995-08-25
6fc506e1099afe20,Luan Lacerda,170.2,180.3,Orthodox,1993-01-07
e375cb5caf4717b6,Piera Rodriguez,160.0,160.0,Orthodox,1992-11-11
e94085e821bd81de,Sam Hughes,165.1,162.6,Orthodox,1992-06-28
07225ba28ae309b6,Charles Oliveira,177.8,188.0,Orthodox,1989-10-17
150ff4cc642270b9,Max Holloway,180.3,175.3,Orthodox,1991-12-04
4126a78111c0855a,Caio Borralho,185.4,190.5,Southpaw,1993-01-16
d549cefc7c54ab78,Reinier de Ridder,193.0,198.1,Southpaw,1990-09-07
fe2babf95de24fb1,Raul Rosas Jr.,175.3,170.2,Switch,2004-10-08
05339613bf8e9808,Rob Font,172.7,180.3,Orthodox,1987-06-25
519e4fe37ce9ff75,Drew Dober,172.7,177.8,Southpaw,1988-10-19
511e82663651438d,Michael Johnson,177.8,185.4,Southpaw,1986-06-04
d1c65d2cf2925ddd,Gregory Rodrigues,190.5,190.5,Orthodox,1992-02-17
1e719d4b676dc19a,Brunno Ferreira,177.8,182.9,Orthodox,1992-11-04
d8c7c61b176e3994,Cody Garbrandt,172.7,165.1,Orthodox,1991-07-07
86bace9e4ad85542,Xiao Long,172.7,177.8,Orthodox,1998-04-13
ad5cb64af10fc946,Donte Johnson,172.7,188.0,Southpaw,1999-01-25
a112097ad877a48f,Alberto Montes,170.2,175.3,Orthodox,1994-05-31
cd3d7e37ff2d679c,Ricky Turcios,175.3,180.3,Orthodox,1993-06-05
17cb6d8e8187f304,Nyamjargal Tumendemberel,170.2,180.3,Orthodox,1998-03-22
c051c2e12d692b8a,Jesus Aguilar,162.6,157.5,Orthodox,1996-03-13
709fadb644ee3f51,Diyar Nurgozhay,188.0,188.0,Southpaw,1997-04-22
d6a8edb7410223a0,Rafael Tobias,188.0,188.0,Orthodox,2003-03-20
69898645d600abdb,Rodolfo Bellato,190.5,190.5,Orthodox,1996-02-05
d62e280d0f7b6d6f,Luke Fernandez,185.4,193.0,Orthodox,1995-06-29
bb2c3c3a466224af,Lone'er Kavanagh,167.6,170.2,Orthodox,1999-06-09
792be9a24df82ed6,Brandon Moreno,170.2,177.8,Orthodox,1993-12-07
9a97acbfd5a08bfa,David Martinez,165.1,170.2,Orthodox,1998-08-03
7c7332319c14094c,Marlon Vera,172.7,177.8,Switch,1992-12-02
4148802ae4a50768,Daniel Zellhuber,185.4,195.6,Switch,1999-07-07
5ef94841c4bc3f86,Edgar Chairez,170.2,180.3,Orthodox,1996-01-27
53c10176e3bc7416,Felipe Bunes,170.2,175.3,Orthodox,1989-10-29
6e8349a0a0476d60,Imanol Rodriguez,162.6,162.6,Orthodox,1999-11-15
34b96d52db1d26e6,Kevin Borjas,165.1,172.7,Orthodox,1997-12-06
faf317c665546a36,Santiago Luna,175.3,188.0,Orthodox,2004-08-06
07797f10b9569cfc,Angel Pacheco,172.7,177.8,Orthodox,1992-01-13
e463ce0a2ca474f4,Ryan Gandra,185.4,188.0,Orthodox,1995-05-08
baa9be02c3e3e038,Jose Daniel Medina,182.9,188.0,Orthodox,1991-05-17
06e4245d16fc5315,Ailin Perez,165.1,167.6,Switch,1994-10-05
9cdd2da1a9104a0b,Macy Chiasson,180.3,182.9,Orthodox,1991-07-27
7debc13b36343605,Cristian Quinonez,172.7,177.8,Orthodox,1996-04-26
9c27f3217891f3f0,Kris Moutinho,170.2,172.7,Southpaw,1992-08-09
4a574b8512fc1b30,Javier Reyes,170.2,185.4,,1993-10-10
3a314d9fa7c6825d,Douglas Silva de Andrade,170.2,172.7,Orthodox,1985-06-22
9f5609dba6584ab2,Regina Tarin,170.2,167.6,Southpaw,2004-10-19
e4faa79383c9f214,Ernesta Kareckaite,175.3,180.3,Orthodox,1998-07-05
21b813b919776d90,Erik Silva,175.3,180.3,Orthodox,1987-03-16
fdd22e895a70e4a8,Damian Pinas,185.4,200.7,Orthodox,2002-03-12
093e1f5bb73850be,Anthony Hernandez,182.9,190.5,Orthodox,1993-10-18
681399317dbf4701,Uros Medic,185.4,180.3,Southpaw,1993-04-25
b997be68943010fc,Geoff Neal,180.3,190.5,Southpaw,1990-08-28
82a5152216251682,Dan Ige,170.2,180.3,Orthodox,1991-08-06
e2f6b2769aaedd6c,Serghei Spivac,190.5,198.1,Orthodox,1995-01-24
7d8435c56043b0ae,Ante Delija,190.5,198.1,Orthodox,1990-08-07
85497ffd934ecf7e,Jacobe Smith,177.8,182.9,Southpaw,1996-01-17
e5864a42c80294f6,Josiah Harrell,170.2,172.7,Southpaw,1998-11-13
595db60957de51d3,Michel Pereira,185.4,185.4,Orthodox,1993-10-06
23dec7c47cb418f8,Zach Reese,193.0,195.6,Switch,1994-03-24
28d421729451c8ca,Carlos Leal,180.3,188.0,Orthodox,1994-05-04
c68c68efaa5ca6ef,Chidi Njokuani,190.5,203.2,Orthodox,1988-12-31
